App ID;Name;Short Description;Developer;Publisher;Genre;Tags;Type;Categories;Owners;Positive Reviews;Negative Reviews;Price;Initial Price;Discount;CCU;Languages;Platforms;Release Date;Required Age;Website;Header Image
1001140;Angry Birds VR: Isle of Pigs;"Join Red, Chuck, Bomb &amp; the Blues to save the stolen eggs in Angry Birds VR: Isle of Pigs, an immersive VR adventure! Discover the island where the greedy pigs vacation, slingshot your way to defeat Dr. Frankenswine &amp; create/share/discover an infinite number of levels with the online level builder.";Resolution Games;Resolution Games;Casual;Family Friendly: 291, Casual: 288, VR: 287, Puzzle: 280, Physics: 272, Level Editor: 265, Cult Classic: 259, Singleplayer: 256, Great Soundtrack: 251, Tactical: 248, Sandbox: 244, 6DOF: 239, Cute: 236, Relaxing: 227, Beautiful: 225, Cartoon: 223, Immersive: 220, Difficult: 216, Cartoony: 210, Memes: 196, VR Only: 1;game;Single-player, Steam Achievements;20,000 .. 50,000;264;27;1499;1499;0;5;English, French, German, Japanese, Korean, Spanish - Latin America;windows;2019/02/7;0;https://www.resolutiongames.com/angry-birds-vr-isle-of-pigs;https://cdn.akamai.steamstatic.com/steam/apps/1001140/header.jpg?t=1667227732
1001170;Master Of Secrets: Dark Europe;You are a novice of the Magistrate, the most powerful organization in Miltenstein. Start the uneven path from the beginner to the experienced cryptographer, become the decryption grand master and expose a coup against the King. Each your action and decision will have consequences.;Tap by Tap;Tap by Tap;Indie;Indie: 55, Atmospheric: 45, Puzzle: 45, Singleplayer: 45, 2D: 35, Adventure: 35, Alternate History: 35, Choices Matter: 35, Choose Your Own Adventure: 35, Diplomacy: 35, Family Friendly: 35, Mystery: 35, Politics: 35, Story Rich: 35, Historical: 34, Political: 34;game;Single-player, Steam Achievements;0 .. 20,000;1;11;0;0;0;0;English, Russian;windows, mac;2019/06/25;0;http://steam.action-portal.com;https://cdn.akamai.steamstatic.com/steam/apps/1001170/header.jpg?t=1643378104
1001200;ROWROW;“RowRow” is a unique sliding puzzle game with more than 100 level of hand crafted stages and diverse puzzle logics. This simple but challenging puzzle will tap into your creative mind.;Wayway Studio;Wayway Studio;Casual, Indie, Strategy;Casual: 22, Indie: 20, Strategy: 19, Puzzle: 16, Minimalist: 14;game;Single-player, Steam Achievements;0 .. 20,000;13;2;99;99;0;0;English;windows, mac;2019/01/31;0;https://www.waywaystudio.com/;https://cdn.akamai.steamstatic.com/steam/apps/1001200/header.jpg?t=1561449703
1001230;Partial Control;Overcome the limitations of having a hacked brain and still survive. Most of the time you have no control, but at key moments you can take decisions that are vital: think them through very carefully. The rest of the time, watch your body act and hope you make it out alive...;Cavern Head;Cavern Head;Indie, Simulation, Strategy;Simulation: 31, Strategy: 31, Indie: 30, Sci-fi: 14, Turn-Based Tactics: 14, Artificial Intelligence: 13, Procedural Generation: 13, Dark: 12, Puzzle: 12;game;Single-player, Includes level editor, Steam Achievements;0 .. 20,000;30;3;1299;1299;0;0;English;windows;2019/06/14;0;;https://cdn.akamai.steamstatic.com/steam/apps/1001230/header.jpg?t=1614158200
1001240;VR Flight Simulator New York - Cessna;VR Flight Simulator New York - Cessna is the ultimate Virtual Reality experience for you!Feel like flying a real Cessna 172 in New York city.REAL audios, AMAZING environment, REALISTIC physics for best simulation.;Thetis Games;Thetis Games;Simulation;Simulation: 32, VR: 17, Flight: 11, VR Only: 1;game;Single-player;0 .. 20,000;10;13;1999;1999;0;0;English;windows;2019/01/5;0;;https://cdn.akamai.steamstatic.com/steam/apps/1001240/header.jpg?t=1563444017
1001380;SNAILS;Battle hordes of mutant slugs in this PS1-themed retro 3-D brawler, reminiscent of late-90s era console games.;Tadpole Interactive;Tadpole Interactive;Action, Indie;Action: 22, Indie: 20;game;Single-player;0 .. 20,000;5;3;0;0;0;0;English;windows;2019/01/3;0;http://www.tadpoleinteractive.com/snails.html;https://cdn.akamai.steamstatic.com/steam/apps/1001380/header.jpg?t=1547860874
1001390;VireFit;LOAD THE WORLD OF GREAT SPORT. Box, tennis and basketball try it in virtual reality. Get ready for the real training, practice strikes and throws, develop agility and accuracy, set records and compete with friends.;Daemon Cat;Daemon Cat;Simulation, Sports;Sports: 32, Simulation: 31, VR: 12, Basketball: 11, Boxing: 10;game;Single-player;0 .. 20,000;2;6;1099;1099;0;0;English, Russian;windows;2019/03/25;0;;https://cdn.akamai.steamstatic.com/steam/apps/1001390/header.jpg?t=1572340750
1001430;Next Stop 3;Margaret needs your help once again! You must repair the railway over 50 levels, build a sorting center and win in a billion-dollar escapade!;Ladia Group;Ladia Group;Casual, Simulation, Strategy;Casual: 22, Simulation: 20, Strategy: 20;game;Single-player;0 .. 20,000;17;0;699;699;0;0;English, French, German, Russian, Japanese;windows, mac;2019/03/9;0;;https://cdn.akamai.steamstatic.com/steam/apps/1001430/header.jpg?t=1666985102
1001450;The Town;Leo was attacked by mysterious men at night, and when he opened his eyes again, he found himself in a strange town. Leo explored the town alone, and at last he found the great secret of hiding in a small town ...;WINXP Studio;WINXP Studio;Adventure, Indie;Adventure: 22, Indie: 22, RPGMaker: 13, Abstract: 11;game;Single-player;0 .. 20,000;1;1;199;199;0;0;Simplified Chinese;windows;2019/01/22;0;;https://cdn.akamai.steamstatic.com/steam/apps/1001450/header.jpg?t=1548151240
1001490;Tower Behind the Moon;You are the greatest magician in the Sublunar World. It is not enough. As a rare Conjunction approaches, immortality is within reach. But the gods have noticed you trying to unlock the doors of heaven. Some demand you ascend–or else–while others plot your destruction.;Choice of Games;Choice of Games;Adventure, Indie, RPG;Adventure: 31, Indie: 31, RPG: 31, Text-Based: 6;game;Single-player, Steam Achievements, Steam Cloud;0 .. 20,000;8;6;699;699;0;0;English;windows, mac, linux;2018/12/20;0;https://www.choiceofgames.com/;https://cdn.akamai.steamstatic.com/steam/apps/1001490/header.jpg?t=1545325232
1001500;Chronicon Apocalyptica;Battle Norse raiders, ghosts, and changelings to save medieval England! But beware, if the elves can capture the Book you hold, the world will end.;Choice of Games;Choice of Games;Adventure, Indie, RPG;Adventure: 21, Indie: 21, RPG: 20, Text-Based: 6;game;Single-player, Steam Achievements, Steam Cloud;0 .. 20,000;6;2;599;599;0;0;English;windows, mac, linux;2019/01/11;0;;https://cdn.akamai.steamstatic.com/steam/apps/1001500/header.jpg?t=1547258371
1001550;In Orbit;In Orbit transforms data collected by NASA’s “Eyes on Earth”—the satellites relaying information about our climate, oceans, and soil from space—into a multisensory, interactive experience that celebrates the marvelous complexities of our planet and our drive to unravel them.;MAP Design Lab;MAP Design Lab;Indie, Simulation;Indie: 22, Simulation: 21, VR: 9;game;Single-player;0 .. 20,000;6;3;0;0;0;0;English;windows;2019/01/18;0;http://inorbit.earth;https://cdn.akamai.steamstatic.com/steam/apps/1001550/header.jpg?t=1550597592
1001570;GUIDE;GUIDE was developed by Reframe Games Inc., a New Brunswick based studio that seeks to promote child and youth wellness through digital game software.;Reframe Games Inc.;Reframe Games Inc.;Indie;Indie: 22;game;Single-player;0 .. 20,000;2;0;499;499;0;0;English;windows;2019/04/16;0;http://reframegames.com/guide/;https://cdn.akamai.steamstatic.com/steam/apps/1001570/header.jpg?t=1555424987
1001590;Grab Lab;Grab Lab is a crazy mix of puzzle and arcade game. Complete all unique levels - from simple to extremely advanced and demanding. Save the world - fix the gravity and rules of physics!;Digital Melody;Forever Entertainment S. A.;Action, Casual, Indie;Action: 21, Casual: 21, Indie: 21;game;Single-player, Steam Achievements, Steam Cloud, Full controller support;0 .. 20,000;9;0;499;499;0;0;English, French, German, Spanish - Spain, Portuguese - Portugal, Russian, Simplified Chinese;windows;2019/06/21;0;;https://cdn.akamai.steamstatic.com/steam/apps/1001590/header.jpg?t=1568802814
1001600;Diggerman;Dig, dig, dig! For love, for fame, for money! Fast arcade digging game with story, treasures and boss fight! Let’s dig together, let’s find some treasures, let’s put them on the ground and make some money!;Digital Melody;Forever Entertainment S. A.;Action, Casual, Indie;Casual: 22, Action: 21, Indie: 21;game;Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support;0 .. 20,000;32;2;499;499;0;0;English;windows;2019/06/14;0;;https://cdn.akamai.steamstatic.com/steam/apps/1001600/header.jpg?t=1568800084
1001640;Where the Bees Make Honey;Where the Bees Make Honey tells a story about reflecting on different moments from a childhood, which are played and experienced from an adult perspective. At its core Where The Bees Make Honey is a narrative puzzle adventure game, with playable childhood moments filtered throughout.;Brian Wilson;Whitethorn Games;Adventure, Indie, Simulation;Indie: 44, Adventure: 42, Simulation: 40, Female Protagonist: 14, Story Rich: 13, Walking Simulator: 13, Experimental: 12, Puzzle: 12, Kickstarter: 11, Puzzle-Platformer: 11, Short: 11, Beautiful: 10, Great Soundtrack: 10, Psychological: 10;game;Single-player, Partial Controller Support, Steam Achievements;0 .. 20,000;23;35;999;999;0;0;English;windows;2019/03/26;0;https://whitethorndigital.com/wtbmh/;https://cdn.akamai.steamstatic.com/steam/apps/1001640/header.jpg?t=1641482151
1001660;The Demon Crystal;"The Demon Crystal, produced in 1984 by YMCAT, achieved great success as the pioneer of the action RPG genre and became a nation-wide hit. The first game in a trilogy, it is known as a &quot;legendary game.&quot;";YMCAT/Regista;Regista;Action, Adventure, Casual, RPG;Action: 24, Casual: 22, Adventure: 19, RPG: 18;game;Single-player, Full controller support;0 .. 20,000;11;0;999;999;0;0;English, Japanese, French, Spanish - Spain, Korean;windows;2019/03/28;0;http://regista.co.jp/world/games/TheDemonCrystal/;https://cdn.akamai.steamstatic.com/steam/apps/1001660/header.jpg?t=1553819980
1001690;Mars Flight VR;Mars Flight VR is a helicopter simulator that lets you explore Jezero Crater, the landing site of Perseverance rover on mars.;Io Normal;Io Normal;Racing, Simulation;Simulation: 32, Racing: 29, VR: 15, Early Access: 11, Physics: 10, Science: 10, Singleplayer: 10, Space Sim: 10, Time Attack: 10, VR Only: 1;game;Single-player, Steam Leaderboards;0 .. 20,000;5;2;0;0;0;0;English;windows;2021/06/8;0;http://ionormal.com;https://cdn.akamai.steamstatic.com/steam/apps/1001690/header.jpg?t=1666269643
1001730;Twisting Mower;Lawn mower cart race!? This is race game that competes by time attack with people around the world. The place where you cut the lawn can run fast. Let's aim for the fastest record on the changing track. Run with the ghost of the time attack record of players all over the world and aim for the ranking first place!;smartphone-games;smartphone-games;Casual, Indie, Racing, Sports;Racing: 73, Casual: 67, Sports: 64, Indie: 61, Arcade: 38, Automobile Sim: 32, Time Management: 30, 3D: 28, Minimalist: 26, PvP: 24, Score Attack: 22, Singleplayer: 20, Asynchronous Multiplayer: 18;game;Single-player, Steam Achievements;0 .. 20,000;1;0;299;299;0;0;English, Japanese;windows, mac;2019/05/22;0;;https://cdn.akamai.steamstatic.com/steam/apps/1001730/header.jpg?t=1558528543
1001740;Diamonds;Pick up diamonds as they fall from the sky, shoot enemies to make them drop the diamonds they've gathered, and bring the spoils back to your base to win.;Gerard Milmore, Andrew Jong, Sean Chiem;Gerard Milmore;Action, Indie;Action: 31, Indie: 31, Local Multiplayer: 11, Multiplayer: 11, 4 Player Local: 10, Arcade: 10, Competitive: 10, Local Co-Op: 10, Robots: 10;game;Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP;0 .. 20,000;4;0;499;499;0;0;English;windows, mac;2019/11/18;0;;https://cdn.akamai.steamstatic.com/steam/apps/1001740/header.jpg?t=1576005890
1001760;Xtreme League;Go snowboarding whenever you like, regardless of the weather outside the window! Learn new tracks and renew your board! Xtreme League is waiting for you!;Art Of Adventures;Art Of Adventures;Indie, Sports;Sports: 40, Indie: 39, Action: 19, Racing: 19, Singleplayer: 19, Adventure: 18, Family Friendly: 18, Fast-Paced: 18, Physics: 18;game;Single-player, Steam Achievements;0 .. 20,000;0;3;0;0;0;0;English, Russian, German, Simplified Chinese;windows, mac;2019/03/7;0;https://art-of-adventures.com;https://cdn.akamai.steamstatic.com/steam/apps/1001760/header.jpg?t=1647113501
1001800;KUNAI;KUNAI is a quirky, fast-paced action platformer. You play as Tabby, a tablet who joins the fight against a robot uprising. Use your kunai and ninja parkour skills to stop Lemonkus, the A.I.-gone-evil that almost wiped out all human life.;TurtleBlaze;The Arcade Crew, Gamera Games;Action, Adventure, Indie;Indie: 127, Action: 124, Adventure: 112, Metroidvania: 35, Platformer: 32, Great Soundtrack: 26, 2D: 23, Ninja: 22, Pixel Graphics: 22, Side Scroller: 18, Singleplayer: 18, Hack and Slash: 17, Post-apocalyptic: 17, Cute: 16, Open World: 15, Parkour: 15, Atmospheric: 14, Casual: 14, Exploration: 14, Fantasy: 13;game;Single-player, Steam Achievements, Steam Cloud, Full controller support;50,000 .. 100,000;380;79;1699;1699;0;2;English, Traditional Chinese, Korean, Japanese, French, Italian, German, Spanish - Spain, Simplified Chinese, Russian;windows;2020/02/6;0;https://kunaigame.com;https://cdn.akamai.steamstatic.com/steam/apps/1001800/header.jpg?t=1667245590
1001810;Virus Expansion;"Do you think that viruses, infecting computers act together? Absolutely not! When two viruses meet each other within a very small area, a &quot;digital battle&quot; starts. That's your perfect chance to conquer the computer space!";Action Portal;Action Portal;Indie;Indie: 54, Puzzle: 37, Casual: 36, 2D: 35, Family Friendly: 35, Logic: 35, Singleplayer: 35, Strategy: 34, Multiplayer: 33;game;Single-player, Steam Achievements;0 .. 20,000;1;3;0;0;0;0;English, German, Simplified Chinese, Russian;windows, mac;2019/03/29;0;http://steam.action-portal.com;https://cdn.akamai.steamstatic.com/steam/apps/1001810/header.jpg?t=1643378136
1001860;Casual Desktop Game;Casual Desktop Game is a fanmade revival of the old Desktop Destroyer game featuring community content.;Daniel Brendel;Daniel Brendel;Action, Casual, Free to Play, Indie;Free to Play: 41, Casual: 37, Action: 35, Indie: 35, Early Access: 6;game;Single-player, Steam Workshop;20,000 .. 50,000;146;24;0;0;0;0;English;windows;2020/02/14;0;https://www.casual-desktop-game.com/;https://cdn.akamai.steamstatic.com/steam/apps/1001860/header.jpg?t=1658584115
1001870;RoboVirus;Enjoy chaotic multiplayer with your friends in a game filled with dynamic level mechanics, different robots and weapons that you annihilate your friends with!;Stolen Shoes Entertainment;Stolen Shoes Entertainment;Action, Casual, Indie;Action: 71, Casual: 61, Indie: 52, Arena Shooter: 39, Local Multiplayer: 33, Multiplayer: 33, Robots: 33, 3D: 32, Funny: 30, PvP: 21, Shooter: 12, 4 Player Local: 11, Controller: 10, Family Friendly: 10, Split Screen: 10, Fast-Paced: 9;game;Multi-player, Single-player, Shared/Split Screen, Full controller support, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP;0 .. 20,000;29;1;999;999;0;0;English;windows;2019/08/30;0;http://www.robovirusgame.com/;https://cdn.akamai.steamstatic.com/steam/apps/1001870/header.jpg?t=1575547265
1001880;aMAZE Valentine;aMAZE Valentine is a straightforward and surprisingly - difficult celebration of the simple beauty of the maze with romantic art and calm soundtrack.;Blender Games;Blender Games;Casual, Indie;Casual: 49, Indie: 48, Puzzle: 31, 2D: 30, Abstract: 30, Atmospheric: 30, Colorful: 30, Difficult: 30, Fast-Paced: 30, Relaxing: 30, Singleplayer: 30, Classic: 29, Cute: 29, Family Friendly: 29, Old School: 29, Replay Value: 29, Retro: 29, Short: 29, Side Scroller: 29, Stylized: 29;game;Single-player, Steam Achievements, Steam Cloud;0 .. 20,000;46;10;199;199;0;0;English;windows;2018/12/28;0;;https://cdn.akamai.steamstatic.com/steam/apps/1001880/header.jpg?t=1647682143
1001910;Fused;NF-01, A Nanobyte who refers himself as Nigel, is spawned after a cascade failure within the Skystar System. His duty is to navigate through the system levels to fix the fuses, avoid the damaged shock traps and bring the system back online.;Ironsmith Studios Ltd;Ironsmith Studios Ltd;Casual, Indie;Casual: 21, Indie: 21, Puzzle: 12, 3D Platformer: 11, Colorful: 11, Controller: 11, Difficult: 11, Family Friendly: 11, Linear: 11, Platformer: 11, Puzzle-Platformer: 11, Sci-fi: 11, Science: 11, Singleplayer: 11;game;Single-player, Partial Controller Support;0 .. 20,000;6;4;199;199;0;0;English;windows;2019/03/8;0;https://www.ironsmithstudios.com/;https://cdn.akamai.steamstatic.com/steam/apps/1001910/header.jpg?t=1558600211
1001950;There Was A Dream;There Was A Dream is an open-world, action-adventure story set in the realm of dreams, attacked by an entity bent on turning it into a nightmare. Play as the chosen one of lucid dreamers in an ever-expanding main story. Fight, explore and lose yourself among the many side activities.;Keydare Project;Keydare Project;Action, Adventure, Casual, Indie, RPG;Adventure: 182, Singleplayer: 176, Open World: 173, Exploration: 170, Character Customization: 167, Surreal: 161, Cartoony: 159, Cute: 157, Action-Adventure: 155, Sandbox: 151, RPG: 145, Farming: 142, Hunting: 138, Indie: 130, Trading: 126, Fishing: 114, Nonlinear: 106, Relaxing: 104, Colorful: 101, Horror: 98;game;Single-player;0 .. 20,000;10;5;0;0;0;0;English, French, Italian, German, Spanish - Spain, Russian, Simplified Chinese;windows;2021/02/11;0;https://www.therewasadream.com;https://cdn.akamai.steamstatic.com/steam/apps/1001950/header.jpg?t=1617655486
1001960;Zibbs - Alien Survival;Zibbs - Alien Survival is an open world game where you play as an alien trying to survive on the unknown planet - Earth.;Mykhail Konokh;Mykhail Konokh;Action, Indie;Indie: 31, Action: 21, Violent: 21, Aliens: 14, Open World Survival Craft: 13, Base-Building: 12, Singleplayer: 12, Third Person: 12, Beautiful: 11, Crafting: 11, Difficult: 11, Experimental: 11, Exploration: 11, Open World: 11, Sci-fi: 11, Survival: 11, Walking Simulator: 11, Realistic: 10, Simulation: 10;game;Single-player;0 .. 20,000;12;9;799;799;0;0;English, Russian, Ukrainian;windows;2020/11/8;0;https://twitter.com/MykhailKonokh;https://cdn.akamai.steamstatic.com/steam/apps/1001960/header.jpg?t=1667802355
1001970;Rhythmy;"&quot;Rhythmy&quot; is a new arcade-style rhythm bullet hell game, try to dodge and survive many levels while listening to Thaehan, F-777, Boom Kitty and more! If you're seeking for some hardcore bullet hell challenge, while listening to some epic music, you better be ready!";InsaneHawk;InsaneHawk;Action, Indie, Early Access;Action: 32, Indie: 32, Early Access: 21, Bullet Hell: 14, Great Soundtrack: 14, Music: 14, Difficult: 13, Rhythm: 13;game;Single-player, Includes level editor, Steam Achievements, Steam Cloud;0 .. 20,000;28;2;899;899;0;0;English, French, Polish, Russian, Czech, Vietnamese, Portuguese - Brazil, Simplified Chinese, Traditional Chinese;windows, mac, linux;2020/03/24;0;https://www.rhythmygame.com/;https://cdn.akamai.steamstatic.com/steam/apps/1001970/header.jpg?t=1666992397
1001980;Archeo: Shinar;Explore the deepest caves with a cup of tea in your hand, reach the heart of the jungle with your finger on a globe, send your highly educated employees to uncivilized tribes and don't let them convince you it's a certain death! The worst case scenario? You will hire new ones.;Artists Entertainment;Artists Entertainment;Indie, Simulation, Strategy;Simulation: 35, Strategy: 35, Indie: 33, Economy: 15, Management: 14, Local Multiplayer: 12, Singleplayer: 12, Dark Humor: 11, Great Soundtrack: 11, Real-Time: 11, Turn-Based Strategy: 11, Time Management: 9, City Builder: 5;game;Multi-player, Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards, Shared/Split Screen PvP, Remote Play Together, PvP;0 .. 20,000;80;21;1299;1299;0;0;English;windows;2019/09/11;0;https://web.facebook.com/TheArcheo;https://cdn.akamai.steamstatic.com/steam/apps/1001980/header.jpg?t=1588773461
1001990;WARED;There is a belief that wars are won by soldiers. But sometimes, wars are won long before even beginning. Have mode 1v1 to play with friend at evening.;Rostislavs Lihacs;PocTuK Corporation;Casual, Indie, Strategy;Strategy: 32, Indie: 31, Casual: 30, Great Soundtrack: 15, Hand-drawn: 15, Isometric: 15, Military: 15, Puzzle: 15, RPG: 15, Replay Value: 15, Rogue-lite: 15, Singleplayer: 15, Story Rich: 15, Tactical: 15, Turn-Based: 15, Turn-Based Combat: 15, Turn-Based Strategy: 15, Turn-Based Tactics: 15, Wargame: 15, Fast-Paced: 10;game;Single-player;20,000 .. 50,000;1;4;399;399;0;0;English, Russian, German;windows;2019/06/19;0;;https://cdn.akamai.steamstatic.com/steam/apps/1001990/header.jpg?t=1585241946
1002;Rag Doll Kung Fu;A piece of Steam history - THE FIRST EVER NON VALVE GAME TO APPEAR ON THE STEAM PLATFORM!;Mark Healey;Mark Healey;Indie;2D Fighter: 45, Martial Arts: 39, Multiplayer: 30, Intentionally Awkward Controls: 29, Indie: 28, Physics: 28, Fighting: 27, Singleplayer: 27, Action: 26, 2D: 18;game;Multi-player, Single-player;20,000 .. 50,000;58;25;99;99;0;0;English;windows;2005/10/12;0;http://www.ragdollkungfu.com/;https://cdn.akamai.steamstatic.com/steam/apps/1002/header.jpg?t=1611415705
1002000;SPITLINGS;Frantic Gameplay, Juicy Visuals, Hypnotic Beats: SPITLINGS is a cute but unforgiving Hardcore Arcade Game for 1 - 4 players in which you waggle through a gauntlet of bouncy bubbles.;Massive Miniteam;HandyGames;Action, Indie;Unforgiving: 206, Platformer: 201, Arcade: 196, Action: 192, 2D: 191, Cute: 187, Funny: 181, Controller: 178, Casual: 170, Colorful: 167, Family Friendly: 164, 4 Player Local: 161, Co-op: 156, Local Co-Op: 152, Local Multiplayer: 143, Multiplayer: 135, Online Co-Op: 128, Singleplayer: 124, Co-op Campaign: 122, Party: 118;game;Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Online Co-op, Shared/Split Screen Co-op, Remote Play Together;0 .. 20,000;29;4;1499;1499;0;0;English, German, French, Italian, Spanish - Spain, Portuguese - Brazil, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Romanian, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese;windows;2020/08/4;0;http://spitlings.com;https://cdn.akamai.steamstatic.com/steam/apps/1002000/header.jpg?t=1619016067
1002020;INTERPOINT;You awaken in a parallel world. The year is 2032, all you can remember is that you’ve been participating in some kind of project that went horribly wrong. Travel through parallel dimensions to get back home and uncover your dark past in this sci-fi thriller game.;Three Dots;Three Dots;Action, Adventure, Indie, Early Access;Horror: 143, Adventure: 137, Sci-fi: 134, Story Rich: 130, Action: 117, Indie: 117, First-Person: 112, Psychological Horror: 103, Atmospheric: 97, Early Access: 89, Puzzle: 83, Futuristic: 81, Mystery: 76, Science: 74, Experimental: 70, Psychedelic: 68, Singleplayer: 67, Narration: 64, Action-Adventure: 62, Colorful: 56;game;Single-player, Partial Controller Support, Steam Achievements;20,000 .. 50,000;38;14;0;0;0;0;English, Russian;windows;2019/04/15;0;;https://cdn.akamai.steamstatic.com/steam/apps/1002020/header.jpg?t=1646325521
1002030;Hentai beautiful girls;Very beautiful game of logical character! Collect the full image of the different small pieces. The images are drawn very sexy and beautiful girls!;Laush Dmitriy Sergeevich;Laush Studio;Casual, Indie;;game;Single-player, Steam Achievements;0 .. 20,000;0;0;99;99;0;0;English, Traditional Chinese, Russian;windows;2019/01/23;0;;https://cdn.akamai.steamstatic.com/steam/apps/1002030/header.jpg?t=1563050530
1002100;Negligee: Love Stories (all ages);A series of four stories following the characters Karen, Charlotte, Sophie and Jasmin in their early lives as they have to choose what they really love and what path their lives will take.;Dharker Studio;Dharker Studios Ltd;Adventure, Casual, Indie;Sexual Content: 157, Nudity: 129, Mature: 72, Adventure: 38, Indie: 38, Casual: 37, Anime: 25, Visual Novel: 18;game;Single-player, Partial Controller Support, Steam Achievements;0 .. 20,000;27;33;1499;1499;0;0;English;windows;2019/02/8;0;http://dharker.studio;https://cdn.akamai.steamstatic.com/steam/apps/1002100/header.jpg?t=1629541783
1002180;AUSSIE BATTLER TANKS;Multiplayer ww2 tanks fps and 3d shooter game, and rated as fun.7 ww2 tanks, 2 to 12 players with hassle free multiplayer hosting on cloud network , 3 game modes and 5 ww2 maps.Physics tracks and hit point damage system with AP and HE shells.Not pay to win with expencive ammo unlike some other tank game.;LOVATTO STUDIO, SCOTIA 3D, CHOBI GLASS;AUSSIE BATTLER GAMES;Action, Casual, Indie, Massively Multiplayer, Simulation;Indie: 32, Action: 31, Casual: 31, Massively Multiplayer: 29, Simulation: 29, Violent: 21;game;Multi-player, Online PvP, PvP;0 .. 20,000;6;3;99;99;0;0;English;windows;2019/04/6;0;https://www.facebook.com/Aussiebattlergames/;https://cdn.akamai.steamstatic.com/steam/apps/1002180/header.jpg?t=1654836165
1002200;Vasilis;Vasilis is a hand-drawn adventure game. The main character – Vasilis, lost her husband – Peter, in the rebellious city center. The city is in riots for a long time and almost everyday something burns or someone dies.;Marginal act;Marginal act;Adventure, Indie, RPG;Horror: 156, Investigation: 150, Exploration: 146, Visual Novel: 142, Point & Click: 139, Walking Simulator: 134, Female Protagonist: 132, 2D: 128, Psychological Horror: 121, Story Rich: 118, Surreal: 116, Abstract: 113, Hand-drawn: 108, Dark Fantasy: 102, Fantasy: 101, Psychedelic: 96, Atmospheric: 93, Drama: 88, Psychological: 87, Adventure: 83;game;Single-player, Partial Controller Support, Steam Achievements;20,000 .. 50,000;10;6;899;899;0;0;English, Russian;windows, mac;2019/04/15;0;;https://cdn.akamai.steamstatic.com/steam/apps/1002200/header.jpg?t=1602796681
1002210;孤岛(Isolated Island);这是一款玩家扮演主人公，探寻世界中各个孤岛，并聆听他们故事的游戏。整个游戏由大量的对话组成，影射了现实世界中的很多东西。没人是座孤岛，每个人的命运都紧紧相连。;LixiaoYao;LiXiaoYao;Casual;Casual: 21;game;Single-player, Steam Achievements, Steam Cloud;0 .. 20,000;22;1;299;299;0;0;Simplified Chinese;windows;2019/01/14;0;;https://cdn.akamai.steamstatic.com/steam/apps/1002210/header.jpg?t=1547481668
1002230;War of Three Kingdoms;This is a strategy type game, players can capture the city, the final one continent, in this process, players can collect hundreds of heroes, different heroes have different skills and abilities, you can also train the hero, build a strong army.;le8 stdio;le8 stdio;Casual, Indie, Strategy;Casual: 23, Strategy: 22, Indie: 21;game;Multi-player, Single-player, In-App Purchases, Online PvP, PvP;0 .. 20,000;7;20;0;0;0;0;English, Simplified Chinese;windows;2019/04/8;0;;https://cdn.akamai.steamstatic.com/steam/apps/1002230/header.jpg?t=1632667431
1002270;PiiSim;This game with absurd humor. Pee on everyone, destroy the city! Make apocalypse!;Koker_007;Koker_007;Action, Casual, Indie, Simulation;Action: 31, Casual: 31, Indie: 31, Simulation: 30, Comedy: 11, First-Person: 11, Memes: 11, Score Attack: 11, Destruction: 10, Epic: 10, FPS: 10, Fast-Paced: 10, Funny: 10, Shooter: 10, Short: 10, Singleplayer: 10, Superhero: 10, Time Attack: 10;game;Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards;0 .. 20,000;49;6;99;99;0;0;English, Russian, German, Finnish, Japanese;windows;2019/05/20;0;;https://cdn.akamai.steamstatic.com/steam/apps/1002270/header.jpg?t=1588043105
1002280;The Far Kingdoms: Elements;"&quot;The Far Kingdom: Elements&quot; is a mixture between Match3 and hidden object game. Find the essential elements and stop the evil enchantress Morgana by helping princess Arianna to remove the curse from her kingdom!";Lazy Turtle Games;HH-Games;Casual;Casual: 32, Hidden Object: 18, Match 3: 13, Indie: 11;game;Single-player;0 .. 20,000;19;9;349;499;30;0;English, French, German;windows;2019/01/4;0;;https://cdn.akamai.steamstatic.com/steam/apps/1002280/header.jpg?t=1667127041
